run_id,time_utc,symbol,tf,type,score,bias,entry,stop,target,why,cadence_min,watchlist,engine
f5bf8da1,2025-10-09 01:26:03Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
f5bf8da1,2025-10-09 01:26:03Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
936cfcb5,2025-10-09 01:31:04Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
936cfcb5,2025-10-09 01:31:04Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
5204ce39,2025-10-09 01:36:04Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
5204ce39,2025-10-09 01:36:04Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
e827d622,2025-10-09 01:41:05Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
e827d622,2025-10-09 01:41:05Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
81f17a58,2025-10-09 01:46:05Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
81f17a58,2025-10-09 01:46:05Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
598f91d1,2025-10-09 01:51:06Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
598f91d1,2025-10-09 01:51:06Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
6607c338,2025-10-09 01:56:06Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
6607c338,2025-10-09 01:56:06Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
ba845a67,2025-10-09 02:06:08Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
ba845a67,2025-10-09 02:06:08Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
a0bb0cdb,2025-10-09 02:11:08Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
a0bb0cdb,2025-10-09 02:11:08Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
48fada1f,2025-10-09 02:16:10Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
48fada1f,2025-10-09 02:16:10Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
573f71ff,2025-10-09 02:21:09Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
573f71ff,2025-10-09 02:21:09Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
d344a977,2025-10-09 02:26:09Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
d344a977,2025-10-09 02:26:09Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
d52be1b4,2025-10-09 02:31:10Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
d52be1b4,2025-10-09 02:31:10Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
3cf29557,2025-10-09 02:36:10Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
3cf29557,2025-10-09 02:36:10Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
3487bdd9,2025-10-09 02:41:10Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
3487bdd9,2025-10-09 02:41:10Z,,5min,skip,,,,,,outside trading hours,30,"EURUSD,XAUUSD",v2b
6bd02d40,2025-10-09 02:46:11Z,,5min,heartbeat,,,,,,,30,"EURUSD,XAUUSD",v2b
